"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"	"Ensembl"
"239960_x_at"	0.537220224932793	0.000164729655888098	-4.59468114582749	0.982155217009129	-0.564051405500003	"LYRM7"	"LYR motif containing 7"	"ENSG00000186687"
"225557_at"	0.537220224932793	0.000170085623665863	-4.58111509680984	0.952661896763357	-0.491692813283335	"CSRNP1"	"cysteine and serine rich nuclear protein 1"	"ENSG00000144655"
"240062_at"	0.537220224932793	0.00019854274126334	4.51556877253076	0.810046860057749	0.385764825566666	"FAM3C"	"family with sequence similarity 3 member C"	"ENSG00000196937"
"211113_s_at"	0.537220224932793	0.000200219114871228	-4.51200842192106	0.802295264861178	-0.507240875616668	"ABCG1"	"ATP binding cassette subfamily G member 1"	"ENSG00000160179"
"215438_x_at"	0.537220224932793	0.000201851550568491	-4.50857010919449	0.794808912647934	-0.305731566233332	"GSPT1"	"G1 to S phase transition 1"	"ENSG00000103342"
"222188_at"	0.537220224932793	0.00020633972974099	4.49925923062458	0.774533806665192	0.403736973133333	"TRMO"	"tRNA methyltransferase O"	"ENSG00000136932"
"242515_x_at"	0.59596026940535	0.000250120677136247	-4.41784365758192	0.59712089820733	-0.405457997416667	"AKIP1"	"A-kinase interacting protein 1"	"ENSG00000166452"
"212765_at"	0.59596026940535	0.000254694440435894	4.41018074028526	0.580412427315176	0.289447712866666	"CAMSAP2"	"calmodulin regulated spectrin associated protein family member 2"	"ENSG00000118200"
"227213_at"	0.59596026940535	0.000261601215651183	-4.3988672480388	0.555741357934938	-0.79658792035	"ADAT2"	"adenosine deaminase, tRNA specific 2"	"ENSG00000189007"
"243937_x_at"	0.60555344949096	0.000282057254110622	-4.36704035507024	0.48632093440814	-0.779857421200002	"AGAP6"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6"	"ENSG00000204149"
"201932_at"	0.60555344949096	0.000294814592851608	-4.34834482609037	0.445532515505183	-0.351964306933336	"LRRC41"	"leucine rich repeat containing 41"	"ENSG00000132128"
"228195_at"	0.60555344949096	0.000307402195544098	-4.33067753499974	0.406981575614402	-0.574810560700002	"C2orf88"	"chromosome 2 open reading frame 88"	"ENSG00000187699"
"210766_s_at"	0.60555344949096	0.000314963442328119	-4.32041070597465	0.384576501367963	-0.284222618750006	"CSE1L"	"chromosome segregation 1 like"	"ENSG00000124207"
"229151_at"	0.702645405207682	0.000434000375376646	4.18501474581974	0.0890162348866843	0.5290699324	"SLC14A1"	"solute carrier family 14 member 1 (Kidd blood group)"	"ENSG00000141469"
"209161_at"	0.702645405207682	0.000454204485584932	-4.16580225769739	0.0470744539108665	-0.38881533951667	"PRPF4"	"pre-mRNA processing factor 4"	"ENSG00000136875"
"213216_at"	0.702645405207682	0.000462137675876149	-4.15849120480158	0.031114664886033	-0.331192263033335	"OTUD3"	"OTU deubiquitinase 3"	"ENSG00000169914"
"235867_at"	0.702645405207682	0.000480378761301657	-4.14214580445818	-0.00456523537825237	-0.318251172883336	"GSTM3"	"glutathione S-transferase mu 3"	"ENSG00000134202"
"1560665_at"	0.702645405207682	0.000496222397543724	4.12844455291396	-0.0344712521238071	0.811198039716666	"SCPEP1"	"serine carboxypeptidase 1"	"ENSG00000121064"
"221000_s_at"	0.702645405207682	0.000496445139222385	4.12825506305638	-0.0348848406827091	1.03062843481667	"KAZALD1"	"Kazal type serine peptidase inhibitor domain 1"	"ENSG00000107821"
"202554_s_at"	0.702645405207682	0.000530388685557073	-4.1003286255084	-0.0958329697285318	-0.494718916766669	"GSTM3"	"glutathione S-transferase mu 3"	"ENSG00000134202"
"208939_at"	0.702645405207682	0.000530623765160709	-4.10014151010413	-0.0962413011079803	-0.327959251500001	"SEPHS1"	"selenophosphate synthetase 1"	"ENSG00000086475"
"204220_at"	0.702645405207682	0.000549850463319895	4.08511141753858	-0.129038675690082	0.8027867	"GMFG"	"glia maturation factor gamma"	"ENSG00000130755"
"218189_s_at"	0.702645405207682	0.00057006470684294	4.0698649490576	-0.16230392287189	0.212905478166665	"NANS"	"N-acetylneuraminate synthase"	"ENSG00000095380"
"219218_at"	0.702645405207682	0.000591160286045786	4.05451869908059	-0.195781977030532	0.776683894983334	"BAHCC1"	"BAH domain and coiled-coil containing 1"	"ENSG00000266074"
"230913_at"	0.720126641552559	0.000674121583426477	-3.99904552367449	-0.316747778001329	-0.766721725383335	"ABCG1"	"ATP binding cassette subfamily G member 1"	"ENSG00000160179"
"205497_at"	0.720126641552559	0.000681675414196226	-3.99433744302527	-0.327010161782542	-0.570905049599997	"ZNF175"	"zinc finger protein 175"	"ENSG00000105497"
"1556309_s_at"	0.720126641552559	0.00070871828746247	3.97789839987809	-0.362837189315568	0.646776088350002	"FAAP20"	"Fanconi anemia core complex associated protein 20"	"ENSG00000162585"
"234001_s_at"	0.720126641552559	0.000720541676590163	3.9709065160158	-0.378072356780996	1.06931250098333	"ARFGAP1"	"ADP ribosylation factor GTPase activating protein 1"	"ENSG00000101199"
"228638_at"	0.720126641552559	0.00072524625816528	-3.96815614067055	-0.38406488177554	-0.637230889383339	"FAM76A"	"family with sequence similarity 76 member A"	"ENSG00000009780"
"239246_at"	0.720126641552559	0.00074909101068255	3.95448376647032	-0.413850081194045	0.714955798866667	"FARP1"	"FERM, ARH/RhoGEF and pleckstrin domain protein 1"	"ENSG00000152767"
"209848_s_at"	0.736698747566823	0.000789732605266766	3.93214919193228	-0.462489931830066	1.1158797146	"PMEL"	"premelanosome protein"	"ENSG00000185664"
"223169_s_at"	0.736698747566823	0.000794974414383952	-3.92935219721828	-0.468579713367639	-0.598260958966669	"RHOU"	"ras homolog family member U"	"ENSG00000116574"
"210840_s_at"	0.737366335663114	0.000809181163965009	3.92186283878572	-0.484884310326052	0.600625483149999	"IQGAP1"	"IQ motif containing GTPase activating protein 1"	"ENSG00000140575"
"212213_x_at"	0.742068604207841	0.000838814256578492	-3.90665333063859	-0.517988194051663	-0.263705396583333	"OPA1"	"OPA1, mitochondrial dynamin like GTPase"	"ENSG00000198836"
"238525_at"	0.742068604207841	0.000841486117254433	-3.90530833229039	-0.520915102578359	-0.68456688735	"DDX56"	"DEAD-box helicase 56"	"ENSG00000136271"
"1554188_at"	0.742231175128914	0.000878561407571371	-3.88707086792894	-0.560593824701575	-0.926368498883332	"C11orf53"	"chromosome 11 open reading frame 53"	"ENSG00000150750"
"232081_at"	0.742231175128914	0.000882396458772371	-3.88522823929947	-0.564601864478892	-0.632916585466667	"ABCG1"	"ATP binding cassette subfamily G member 1"	"ENSG00000160179"
"208365_s_at"	0.743257687690573	0.000904166678719817	3.87491678642004	-0.587027876013112	0.592354444599998	"GRK4"	"G protein-coupled receptor kinase 4"	"ENSG00000125388"
"1556718_s_at"	0.743257687690573	0.000915850099288972	-3.8694842058404	-0.598840773091996	-0.968815056566668	"MIR194-2"	"microRNA 194-2"	"ENSG00000284155"
"236884_at"	0.743257687690573	0.00095931362882699	3.84986166787471	-0.6414957717925	0.4898056032	"RIMKLA"	"ribosomal modification protein rimK like family member A"	"ENSG00000177181"
"221596_s_at"	0.743257687690573	0.00100129148572588	-3.83173054688248	-0.680889381983702	-0.299038918650002	"RBM48"	"RNA binding motif protein 48"	"ENSG00000127993"
"223211_at"	0.743257687690573	0.00101222512598302	-3.82713191815005	-0.690877765866523	-0.29096008931667	"HACL1"	"2-hydroxyacyl-CoA lyase 1"	"ENSG00000131373"
"204059_s_at"	0.743257687690573	0.00103430737209741	3.81799267834279	-0.710724690935182	0.305609447250003	"ME1"	"malic enzyme 1"	"ENSG00000065833"
"225998_at"	0.743257687690573	0.00104715770109575	-3.81276297526999	-0.722079269098401	-0.374060249150002	"GAB1"	"GRB2 associated binding protein 1"	"ENSG00000109458"
"212403_at"	0.743257687690573	0.00106550451620442	-3.8054056536191	-0.738050337262394	-0.294434372616667	"UBE3B"	"ubiquitin protein ligase E3B"	"ENSG00000151148"
"208732_at"	0.743257687690573	0.00109759763479983	-3.79283293444877	-0.765334721290433	-0.206681490033336	"RAB2A"	"RAB2A, member RAS oncogene family"	"ENSG00000104388"
"1554692_at"	0.743257687690573	0.00110250137467536	-3.79094402603086	-0.769432987157026	-0.445900905366669	"SLC23A2"	"solute carrier family 23 member 2"	"ENSG00000089057"
"202966_at"	0.743257687690573	0.00110987876140855	3.78811790899865	-0.775564218064272	0.943968971566665	"CAPN6"	"calpain 6"	"ENSG00000077274"
"225143_at"	0.743257687690573	0.00113106016124206	3.78010608106828	-0.792942844538297	0.250086450583332	"SFXN4"	"sideroflexin 4"	"ENSG00000183605"
"225439_at"	0.743257687690573	0.00113256920206871	-3.77954097698636	-0.794168457550232	-0.253675603966668	"NUDCD1"	"NudC domain containing 1"	"ENSG00000120526"
"219066_at"	0.743257687690573	0.00116497564537423	3.76758220742239	-0.820099729652306	0.421292734116665	"PPCDC"	"phosphopantothenoylcysteine decarboxylase"	"ENSG00000138621"
"236906_x_at"	0.743257687690573	0.00117765404689164	-3.76299305137677	-0.830048116642685	-0.778817049516668	"IPO5"	"importin 5"	"ENSG00000065150"
"214724_at"	0.743257687690573	0.00118514600547247	-3.76030416621958	-0.835876385405726	-0.344653383600001	"DIXDC1"	"DIX domain containing 1"	"ENSG00000150764"
"223509_at"	0.743257687690573	0.0011896146362544	3.75870836742975	-0.839335096517627	0.469201378200001	"CLDN2"	"claudin 2"	"ENSG00000165376"
"230000_at"	0.743257687690573	0.00123149437278746	3.74403480804972	-0.871129553656307	0.576577313949998	"RNF213"	"ring finger protein 213"	"ENSG00000173821"
"211313_s_at"	0.743257687690573	0.00123372489369238	-3.74326721658105	-0.872792316608622	-0.509199396716668	"BAZ1B"	"bromodomain adjacent to zinc finger domain 1B"	"ENSG00000009954"
"206069_s_at"	0.743257687690573	0.00123678594941491	-3.7422160461332	-0.875069298225181	-0.575072924316668	"ACADL"	"acyl-CoA dehydrogenase, long chain"	"ENSG00000115361"
"204786_s_at"	0.743257687690573	0.00124251206785002	3.74025658771254	-0.879313533867085	0.734206128133333	"IFNAR2"	"interferon alpha and beta receptor subunit 2"	"ENSG00000159110"
"206927_s_at"	0.743257687690573	0.00126404709499204	3.73296656155818	-0.895101327167293	0.553270745516667	"GUCY1A2"	"guanylate cyclase 1 soluble subunit alpha 2"	"ENSG00000152402"
"226443_at"	0.743257687690573	0.00127143100370731	-3.73049524139497	-0.900452458545988	-0.265576029	"FAM122A"	"family with sequence similarity 122A"	"ENSG00000187866"
"242260_at"	0.743257687690573	0.00128907236608495	3.72464789915364	-0.913111760250813	0.658930444583333	"MATR3"	"matrin 3"	"ENSG00000015479"
"221912_s_at"	0.743257687690573	0.00129141845115711	3.7238762473863	-0.914782159177377	0.309646105800001	"CCDC28B"	"coiled-coil domain containing 28B"	"ENSG00000160050"
"223694_at"	0.743257687690573	0.0013032165119346	3.72001665167689	-0.923136336701459	0.447554030416667	"TRIM7"	"tripartite motif containing 7"	"ENSG00000146054"
"1566363_at"	0.743257687690573	0.00130766920805151	3.71856898530993	-0.92626953445812	0.529526385116666	"DNTT"	"DNA nucleotidylexotransferase"	"ENSG00000107447"
"215537_x_at"	0.748965179662034	0.00136353343850946	3.70080959456082	-0.964692470225189	1.20546915165	"DDAH2"	"dimethylarginine dimethylaminohydrolase 2"	"ENSG00000213722"
"213743_at"	0.748965179662034	0.00136535120010177	-3.70024388785576	-0.96591596422172	-0.184092998466667	"CCNT2"	"cyclin T2"	"ENSG00000082258"
"1554241_at"	0.749856373031605	0.00141900956049291	-3.68387187796824	-1.00131311445207	-0.710386625866672	"COCH"	"cochlin"	"ENSG00000100473"
"228670_at"	0.749856373031605	0.00142633111100252	3.6816855573623	-1.00603831045814	0.53854096725	"TEP1"	"telomerase associated protein 1"	"ENSG00000129566"
"238076_at"	0.749856373031605	0.00148588557926886	3.66430305555021	-1.04359131279892	0.939203246450001	"GATAD2B"	"GATA zinc finger domain containing 2B"	"ENSG00000261992"
"225962_at"	0.749856373031605	0.00153645537565247	3.65007506987357	-1.07430898962148	0.574692670500001	"ZNRF1"	"zinc and ring finger 1, E3 ubiquitin protein ligase"	"ENSG00000186187"
"226093_at"	0.749856373031605	0.00153840040595328	-3.64953711015509	-1.07547005669467	-0.327679999716669	"DCP1B"	"decapping mRNA 1B"	"ENSG00000151065"
"221505_at"	0.749856373031605	0.00155438471009233	-3.64514141623117	-1.08495617344639	-0.28312099745	"ANP32E"	"acidic nuclear phosphoprotein 32 family member E"	"ENSG00000143401"
"217746_s_at"	0.749856373031605	0.00155693069833339	-3.64444539145345	-1.08645806131191	-0.388363711216661	"PDCD6IP"	"programmed cell death 6 interacting protein"	"ENSG00000170248"
"222123_s_at"	0.749856373031605	0.00158533287049137	-3.63675608219169	-1.10304705441538	-0.609804089883334	"HIF3A"	"hypoxia inducible factor 3 alpha subunit"	"ENSG00000124440"
"201092_at"	0.749856373031605	0.00160770926573539	-3.6307933059475	-1.11590730622354	-0.239478701166666	"RBBP7"	"RB binding protein 7, chromatin remodeling factor"	"ENSG00000102054"
"1565483_at"	0.749856373031605	0.00161098723208563	-3.62992669187875	-1.11777609462001	-2.23179210033334	"EGFR"	"epidermal growth factor receptor"	"ENSG00000146648"
"221873_at"	0.749856373031605	0.0016183457159164	-3.6279876103189	-1.12195731403631	-0.305061721800004	"ZNF143"	"zinc finger protein 143"	"ENSG00000166478"
"218511_s_at"	0.767882787698632	0.00169938394717027	-3.60719020163007	-1.16677914150232	-0.232858459366668	"PNPO"	"pyridoxamine 5'-phosphate oxidase"	"ENSG00000108439"
"216843_x_at"	0.767906074123182	0.00171348040316467	3.60367269281419	-1.17435564614052	0.379322060099998	"PMS2P1"	"PMS1 homolog 2, mismatch repair system component pseudogene 1"	"ENSG00000078319"
"225444_at"	0.788877946703893	0.00183090296677795	3.57543434649311	-1.23513267967109	0.353240577566668	"UBN2"	"ubinuclein 2"	"ENSG00000157741"
"213902_at"	0.788877946703893	0.0018319235200303	3.57519682797029	-1.23564352844967	0.329507811733333	"ASAH1"	"N-acylsphingosine amidohydrolase 1"	"ENSG00000104763"
"202262_x_at"	0.788877946703893	0.00183771361432277	3.57385173327686	-1.23853640858107	0.617015536783334	"DDAH2"	"dimethylarginine dimethylaminohydrolase 2"	"ENSG00000213722"
"204286_s_at"	0.788877946703893	0.00184892985859854	3.5712579290823	-1.24411431989433	0.390666624049999	"PMAIP1"	"phorbol-12-myristate-13-acetate-induced protein 1"	"ENSG00000141682"
"205196_s_at"	0.788877946703893	0.00185741841135652	-3.56930520018379	-1.24831313123592	-0.555368411916667	"AP1S1"	"adaptor related protein complex 1 sigma 1 subunit"	"ENSG00000106367"
"216548_x_at"	0.788877946703893	0.00186675990572176	3.56716639356993	-1.25291157343482	0.8655069712	"HMGB3P1"	"high mobility group box 3 pseudogene 1"	"ENSG00000225336"
"225865_x_at"	0.788877946703893	0.00189212000046341	-3.56141273842441	-1.26527945506057	-0.232207441483334	"NELFCD"	"negative elongation factor complex member C/D"	"ENSG00000101158"
"205784_x_at"	0.788877946703893	0.00190776677872398	3.55790059178509	-1.27282725538398	0.965545710033332	"ARVCF"	"armadillo repeat gene deleted in velocardiofacial syndrome"	"ENSG00000099889"
"213641_at"	0.788877946703893	0.00192888687782302	3.55320460113284	-1.28291704921576	0.793933542666668	"ZNF500"	"zinc finger protein 500"	"ENSG00000103199"
"208837_at"	0.788877946703893	0.00193298515403968	3.55229923002135	-1.28486204240397	0.505922325533333	"TMED3"	"transmembrane p24 trafficking protein 3"	"ENSG00000166557"
"226585_at"	0.788877946703893	0.00193341828730355	3.55220365479792	-1.28506735961933	0.463486003799997	"NEIL2"	"nei like DNA glycosylase 2"	"ENSG00000154328"
"1553438_at"	0.80481911146322	0.0020327470753638	3.53082420615096	-1.33096902057931	1.00866321341667	"C11orf72"	"chromosome 11 open reading frame 72"	"ENSG00000184224"
"229004_at"	0.80481911146322	0.00205795683484946	3.52556169975786	-1.34225947867624	0.491840402366664	"ADAMTS15"	"ADAM metallopeptidase with thrombospondin type 1 motif 15"	"ENSG00000166106"
"227113_at"	0.80481911146322	0.00210613080375802	-3.51567950103827	-1.36345239151948	-0.53177390096667	"ADHFE1"	"alcohol dehydrogenase, iron containing 1"	"ENSG00000147576"
"218168_s_at"	0.80481911146322	0.00217504753298305	3.50192200362552	-1.39293648006485	0.160869692333328	"COQ8A"	"coenzyme Q8A"	"ENSG00000163050"
"1560370_x_at"	0.80481911146322	0.00220637326656386	3.49580970437536	-1.40602847474782	0.465356246783334	"ANKH"	"ANKH inorganic pyrophosphate transport regulator"	"ENSG00000154122"
"203495_at"	0.80481911146322	0.00224071286737982	-3.48920657137015	-1.42016656345715	-0.653152382500001	"LRRC14"	"leucine rich repeat containing 14"	"ENSG00000160959"
"207945_s_at"	0.80481911146322	0.00226833612516571	-3.48396669057413	-1.43138186517193	-0.358853944133331	"CSNK1D"	"casein kinase 1 delta"	"ENSG00000141551"
"212356_at"	0.80481911146322	0.00228195629763586	-3.48140610119553	-1.43686121640624	-0.498208323950003	"KHNYN"	"KH and NYN domain containing"	"ENSG00000100441"
"236922_at"	0.80481911146322	0.00232207726802841	-3.47394970275961	-1.45281223097643	-0.318620395966668	"NCK1"	"NCK adaptor protein 1"	"ENSG00000158092"
"222931_s_at"	0.80481911146322	0.00233261784269795	-3.47201174724569	-1.45695680836735	-0.403941233850001	"THNSL1"	"threonine synthase like 1"	"ENSG00000185875"
"203180_at"	0.80481911146322	0.00234513846229614	3.46972089154197	-1.46185548262313	0.940319681149999	"ALDH1A3"	"aldehyde dehydrogenase 1 family member A3"	"ENSG00000184254"
"203875_at"	0.80481911146322	0.00234669851487084	-3.46943629587008	-1.46246400304083	-0.386318397533337	"SMARCA1"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"	"ENSG00000102038"
"1555420_a_at"	0.80481911146322	0.00234843587047286	3.46911957392324	-1.46314120324332	0.573977212050001	"KLF7"	"Kruppel like factor 7"	"ENSG00000118263"
"222687_s_at"	0.80481911146322	0.0023698903923875	3.46522724206154	-1.47146253900873	0.48543916128333	"ACER3"	"alkaline ceramidase 3"	"ENSG00000078124"
"201947_s_at"	0.80481911146322	0.00238702512536829	-3.46214338711102	-1.47805404068248	-0.209227417533338	"CCT2"	"chaperonin containing TCP1 subunit 2"	"ENSG00000166226"
"233439_at"	0.80481911146322	0.0024067473270995	-3.45862063781703	-1.48558211321552	-0.507534583583334	"LETM1"	"leucine zipper and EF-hand containing transmembrane protein 1"	"ENSG00000168924"
"203934_at"	0.80481911146322	0.0024102862431687	3.45799152206246	-1.48692635335809	0.485031596833331	"KDR"	"kinase insert domain receptor"	"ENSG00000128052"
"222577_at"	0.80481911146322	0.00241379233960183	-3.45736913419682	-1.48825616632691	-0.592816964800001	"CCDC90B"	"coiled-coil domain containing 90B"	"ENSG00000137500"
"207504_at"	0.804878447264388	0.00242898845539321	-3.45468179997535	-1.49399741641426	-0.855231145983335	"CA7"	"carbonic anhydrase 7"	"ENSG00000168748"
"33322_i_at"	0.829154533401508	0.00258050144348314	3.42875534415542	-1.54933695217123	0.713809887599998	"SFN"	"stratifin"	"ENSG00000175793"
"212013_at"	0.829154533401508	0.00261441231889657	3.42315742523285	-1.56127348844478	0.343730918666663	"PXDN"	"peroxidasin"	"ENSG00000130508"
"221668_s_at"	0.829154533401508	0.00266541186279259	3.41487118173262	-1.57893431928868	0.695844944316667	"DNAI2"	"dynein axonemal intermediate chain 2"	"ENSG00000171595"
"202811_at"	0.829154533401508	0.00269223394455095	-3.41057536829049	-1.58808634850525	-0.332589578383336	"STAMBP"	"STAM binding protein"	"ENSG00000124356"
"201023_at"	0.829154533401508	0.00269227628694834	-3.41056861996672	-1.58810072342491	-0.184723792333338	"TAF7"	"TATA-box binding protein associated factor 7"	"ENSG00000178913"
"1562336_at"	0.829154533401508	0.00269939656050239	3.40943530245633	-1.59051476371744	0.550938546716667	"CASC2"	"cancer susceptibility candidate 2 (non-protein coding)"	"ENSG00000177640"
"239537_at"	0.830658847927246	0.00274115793597929	3.4028466474846	-1.60454538111865	0.825326109083333	"ST8SIA2"	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2"	"ENSG00000140557"
"213940_s_at"	0.830658847927246	0.00275241200291694	3.40108792525398	-1.60828954288533	0.332281279583333	"FNBP1"	"formin binding protein 1"	"ENSG00000187239"
"215765_at"	0.830658847927246	0.00275779224732406	-3.40024961863177	-1.6100740648554	-0.520893136599999	"LRRC41"	"leucine rich repeat containing 41"	"ENSG00000132128"
"206068_s_at"	0.830658847927246	0.00276506466068146	-3.39911903236309	-1.61248060759031	-0.535868088450002	"ACADL"	"acyl-CoA dehydrogenase, long chain"	"ENSG00000115361"
"46270_at"	0.832875924459855	0.00280291120440079	-3.39328194505807	-1.62490235084368	-0.132220347450001	"UBAP1"	"ubiquitin associated protein 1"	"ENSG00000165006"
"221051_s_at"	0.833512952348866	0.00283554474873139	3.38831050928864	-1.63547798949843	1.01324906308333	"NMRK2"	"nicotinamide riboside kinase 2"	"ENSG00000077009"
"203484_at"	0.833796840635526	0.00286049181253052	3.38454768573991	-1.64348014608883	0.403508114716666	"SEC61G"	"Sec61 translocon gamma subunit"	"ENSG00000132432"
"206025_s_at"	0.833796840635526	0.00288226068367836	3.38129039670504	-1.6504055175217	0.714374089133333	"TNFAIP6"	"TNF alpha induced protein 6"	"ENSG00000123610"
"1556606_at"	0.834263030401637	0.0029048414215711	3.37793697886063	-1.65753361600043	0.53426682555	"NAV2"	"neuron navigator 2"	"ENSG00000166833"
"225412_at"	0.834263030401637	0.00292068781656866	3.37559886710404	-1.66250256040136	0.596429296533332	"TMEM87B"	"transmembrane protein 87B"	"ENSG00000153214"
"206747_at"	0.834263030401637	0.00294285935954368	-3.37234824504249	-1.66940940015902	-0.613890020200001	"GPRIN2"	"G protein regulated inducer of neurite outgrowth 2"	"ENSG00000204175"
"228399_at"	0.834263030401637	0.00295935883046679	3.36994473703555	-1.67451528645237	0.544874696133335	"OSR1"	"odd-skipped related transciption factor 1"	"ENSG00000143867"
"201112_s_at"	0.834263030401637	0.00297156757263374	-3.36817469443755	-1.6782749118171	-0.273852031200002	"CSE1L"	"chromosome segregation 1 like"	"ENSG00000124207"
"216399_s_at"	0.834263030401637	0.00301028257957453	-3.36260842580006	-1.69009472723951	-0.31620039155	"SCAPER"	"S-phase cyclin A associated protein in the ER"	"ENSG00000140386"
"216264_s_at"	0.834263030401637	0.00301124865986871	3.36247042465661	-1.69038770859441	0.534851757633334	"LAMB2"	"laminin subunit beta 2"	"ENSG00000172037"
"1568874_at"	0.834263030401637	0.00301235141813371	3.36231295248206	-1.69072202407485	0.279364176816667	"NCOA6"	"nuclear receptor coactivator 6"	"ENSG00000198646"
"202140_s_at"	0.840633252449511	0.00305964366232195	-3.35561222266647	-1.70494422417791	-0.232985607616668	"CLK3"	"CDC like kinase 3"	"ENSG00000179335"
"228724_at"	0.841509737922017	0.0030828869326986	3.35235598173678	-1.7118530399974	0.852199920083331	"TTLL7"	"tubulin tyrosine ligase like 7"	"ENSG00000137941"
"1553338_at"	0.841509737922017	0.0031480165112463	3.34335802268697	-1.73093554050313	0.486159940649998	"SDE2"	"SDE2 telomere maintenance homolog"	"ENSG00000143751"
"209102_s_at"	0.841509737922017	0.00316988455442685	-3.3403776252883	-1.73725343762713	-0.323861010916668	"HBP1"	"HMG-box transcription factor 1"	"ENSG00000105856"
"214519_s_at"	0.841509737922017	0.00317489324821957	3.33969781954666	-1.73869430459529	0.206021304916666	"RLN2"	"relaxin 2"	"ENSG00000107014"
"217727_x_at"	0.841509737922017	0.00318521433665407	-3.33830028802506	-1.74165618091219	-0.500492430066672	"VPS35"	"VPS35 retromer complex component"	"ENSG00000069329"
"203213_at"	0.841509737922017	0.0031858013836978	-3.33822093177009	-1.74182435630474	-0.770497485216669	"CDK1"	"cyclin dependent kinase 1"	"ENSG00000170312"
"239717_at"	0.841509737922017	0.00319337586824051	3.33719830287652	-1.74399146851785	0.600998763383333	"CHRNA10"	"cholinergic receptor nicotinic alpha 10 subunit"	"ENSG00000129749"
"1554045_at"	0.841509737922017	0.00319587829993407	-3.33686097131523	-1.74470629091927	-0.502714332166668	"ZNF24"	"zinc finger protein 24"	"ENSG00000172466"
"230697_at"	0.841509737922017	0.00320499265382308	3.3356345215027	-1.74730504654202	0.407779014166667	"BBS5"	"Bardet-Biedl syndrome 5"	"ENSG00000163093"
"206995_x_at"	0.841509737922017	0.00321735468350964	3.33397649274035	-1.75081790440402	0.517514236799997	"SCARF1"	"scavenger receptor class F member 1"	"ENSG00000074660"
"219999_at"	0.841509737922017	0.00324178652041368	3.33071786215256	-1.75772066870714	0.291149107583332	"MAN2A2"	"mannosidase alpha class 2A member 2"	"ENSG00000196547"
"228525_at"	0.841509737922017	0.00324752729220934	-3.32995566131812	-1.75933499466302	-0.702639746650002	"LRP3"	"LDL receptor related protein 3"	"ENSG00000130881"
"203186_s_at"	0.842221714269407	0.00326795094934353	3.32725465088298	-1.76505492771231	0.70625957645	"S100A4"	"S100 calcium binding protein A4"	"ENSG00000196154"
"204188_s_at"	0.842221714269407	0.00329324384294306	-3.3239324577782	-1.77208872529852	-0.457789397050001	"RARG"	"retinoic acid receptor gamma"	"ENSG00000172819"
"235718_at"	0.842221714269407	0.00329648736815095	3.3235082290017	-1.77298678025035	0.440903711500001	"SRL"	"sarcalumenin"	"ENSG00000185739"
