,REF,NOX,ATP
b4042,10.51257879,10.53565697,10.33661314
b0061,7.007047888,8.5352936497,8.1619970993
b3359,11.79811432,11.7621411933,11.8367468167
b0182,10.140123918,9.903718235,9.9132865463
b4323,8.253286551,8.868045251,8.376237353
b3008,10.90240685,10.8578320033,10.77983098
b0727,12.9935917967,13.5482204867,13.40663083
b3360,7.5719222027,7.696531688,7.759813733
b0120,11.4952132067,11.103730813,11.0173135233
b4151,8.7824406263,9.406626521,9.3709106757
b2276,11.6386673767,11.9697927233,11.76076183
b1329,10.5110961133,10.3506482033,10.3527202133
b1702,11.4640023167,11.7976127833,11.3843570267
b3540,10.65517375,10.6678829467,10.7271603833
b2019,12.9414688967,12.7778898833,12.2800908033
b4382,11.1062156467,10.90911263,11.1589977767
b3626,10.046953579,9.9265720007,9.5212041457
b3624,8.5750091037,8.8656830063,8.182604651
b2994,9.498906894,9.703624192,9.61276911
b1801,4.8178622097,5.57389293,6.3068678147
b2243,6.122163739,8.4008024883,7.3296458403
b3666,9.4258618273,9.6347062823,8.373931528
b2422,11.1240494337,10.94012364,10.7289066317
b1589,5.5290906937,6.9178364613,6.732927396
b2720,7.0739056347,8.9778843863,8.6057794773
b2025,11.1906683567,11.00003131,10.7772547367
b2551,12.5179406233,12.57546614,12.1246382167
b1224,7.634081573,8.9275008043,8.2847695427
b4138,9.082203543,9.0661476193,9.348071703
b0589,7.15629915,8.334234029,7.686329885
b2508,11.93184901,11.95474534,12.18293132
b1859,8.9618678077,9.5522241267,9.2379158033
b0505,7.7566416103,7.804999412,8.3566309973
b0194,11.3889896033,11.4671823167,11.2198381733
b0997,6.832373666,7.9349028293,8.059387973
b3786,9.3217790097,9.157849463,9.251441719
b2205,6.3966737683,7.6615572323,7.3697988317
b2515,12.3331339533,12.22284257,12.04641794
b1493,11.6459221267,8.279150722,11.5653835933
b0585,7.676222216,9.7472505543,9.132776699
b3117,8.5518423247,9.9206460203,9.4303117467
b0576,9.1345995573,9.1740402853,9.4784527003
b0185,11.4626312333,11.1143705433,11.0843175167
b2701,9.462399916,9.3000855987,9.3722223527
b2440,10.0102359703,10.4828299433,10.5508568813
b2037,10.175826373,9.8181545313,9.21719438
b0684,10.7060305763,10.183666275,10.488206667
b1539,10.6739735703,10.1647388087,10.405821177
b0155,9.2137784637,9.1529604627,9.4209191653
b2344,9.5726074913,9.4358069203,9.3342996923
b1308,10.3087529337,9.45053236,9.370838387
b1622,9.871057045,9.9562921497,10.1311664173
b3432,12.08524095,12.2200304733,12.3731350967
b3772,9.5394186013,9.6497914417,9.4870217167
b4384,11.7702542567,11.56243923,11.70840548
b0475,9.0502889867,9.222630142,9.0801753387
b3904,6.8179820133,9.5732478133,8.1424809103
b3730,11.6063046167,11.3091251833,11.0313457957
b4033,10.9700018633,11.2349167533,11.0998715
b2722,7.5200696773,9.0379570873,8.0965451213
b3918,9.134672965,9.7049910057,9.032788462
b3092,9.8807182303,10.492697562,10.255103103
b3605,7.5992241003,8.038120622,8.1712161303
b2424,10.96208916,11.1537220367,10.8739013667
b1745,3.5083871823,3.9796581117,4.618864983
b0175,9.952244214,9.7739893767,9.7338796683
b1528,8.2654087527,8.4019145623,8.5925795033
b0937,5.1328650767,7.6528956833,7.013118754
b4079,8.0729235713,9.0681574733,8.3496887577
b2677,8.261919973,9.1658502917,9.4144544287
b4198,8.1346954793,9.546139913,8.930600528
b0758,11.1915983067,10.86159206,10.7059694433
b1098,10.5869535713,10.45542816,10.6739607967
b2943,9.1676512887,9.336620907,9.5721456303
b4036,10.53192229,10.7904708767,10.4616601633
b1533,11.36784152,11.2088390233,11.0495350633
b0030,7.70810378,9.316701943,8.1882512937
b1276,11.4229482167,11.04601354,11.1080008167
b1476,6.1847830903,7.368458103,7.2673974977
b1605,7.8273272943,8.702236957,8.4055058543
b4025,12.4791659233,12.1190829333,12.50667982
b1640,9.2093637197,9.1113544153,9.144385799
b2280,12.1021827267,12.4986633167,12.35092273
b1198,11.1980717133,11.0846520933,11.0388855733
b3892,9.220530553,9.4974103443,9.230550944
b3749,12.4211038033,12.3103158233,11.8403645967
b4395,9.222136102,9.3396461453,9.2987483677
b0831,9.5107365397,9.5052694397,9.397238644
b0062,7.158261328,8.4556253947,8.14072964
b2021,12.0603085167,11.8415522067,11.8138319
b2890,11.92316627,12.08922165,11.6476736967
b0350,6.2327914403,8.2698897393,7.825991945
b0573,9.5115007637,9.671166556,9.0917419317
b0617,4.660271592,6.3278653483,6.265101827
b3708,10.2208677303,11.0786528033,10.336634232
b2965,10.0629036013,10.2440777933,10.2154304097
b3433,13.3824923967,13.6528625767,13.10573428
b2708,8.3690853377,8.698993169,8.659777732
b3040,9.932954001,9.8584837857,10.0693127517
b0526,10.4322832733,10.4809771567,10.4774968033
b0158,10.5908383167,11.0010326767,10.8694291833
b3619,12.6005296833,12.4474779267,12.62178527
b3567,7.9067000713,9.8275626287,8.1994081967
b4084,8.3072405267,10.2506612693,9.0753148443
b0888,11.8851163933,11.6336440733,11.6575702233
b4032,9.7081071237,10.4086607567,10.058754874
b1298,10.0572623827,9.282412956,9.5527472043
b3455,9.7177545283,9.8216764133,9.0990500117
b2341,10.237577763,10.4759850733,10.1490681293
b0004,12.57132988,12.7929295133,12.4466773367
b2705,6.979686722,8.4593431333,7.706708808
b4356,6.7140344723,8.7298872057,8.110427689
b2421,10.3970600757,9.9864405417,9.869410894
b2202,7.4651564247,7.9004681207,7.59656123
b1238,10.46261772,10.2747739167,10.278425169
b4194,9.1007155917,9.625283224,9.5305577007
b4073,8.8899476753,9.7080985193,9.379703289
b4069,10.0359058117,10.6525727703,9.973663863
b0340,5.1995850743,6.4256558693,6.58780429
b4288,7.4081568923,8.7330192437,8.5861220207
b3894,5.735242794,6.282972423,6.139275604
b0635,9.6510767583,9.5834450573,9.6258497433
b3265,9.4932509857,10.6356419433,10.1548200967
b0323,7.634955472,9.4780942343,8.4960745177
b0243,10.8544548667,10.61327358,10.7768313667
b2747,9.267478648,9.1117647477,9.1613969767
b3940,10.096525108,10.0701477327,10.0367129307
b2585,11.44876162,11.07163431,11.3151159667
b0099,7.0127720843,7.3084930273,6.918642564
b2032,11.5061362367,10.9218355067,10.5042354813
b2323,12.68701371,12.2971337667,12.5687170833
b1232,11.4762245467,11.1644773933,11.40944547
b4086,6.288597859,7.3347432,7.552204671
b2436,8.3257431477,9.073055513,9.4394240427
b1748,8.4075387923,8.1815605077,7.6277968853
b1873,8.3893680663,9.3979338103,9.0307588127
b1377,6.9262842143,8.9292818677,8.0352602237
b2937,2.3594809757,2.2259378967,2.334830044
b3429,11.6352161333,11.59178548,11.75705951
b0698,5.4188825057,11.1709324447,6.66649185
b1468,6.3445290987,6.3453449917,6.4583564243
b1746,8.954507591,9.663677005,8.407266403
b2393,2.3594809757,2.2259378967,2.30021512
b2935,13.0882010733,13.2813437033,13.09742929
b2750,11.4233382867,11.2927667667,11.1207932433
b1623,9.134378996,9.7113618827,9.680491773
b3018,11.5640160933,11.5992840933,11.5899333733
b0933,8.967250889,9.6972347027,9.1801466403
b2411,9.9895247157,9.867155207,9.8112607153
b3939,9.9709222857,9.9824912137,9.9196869697
b0036,9.1999045587,10.513739755,9.9675013583
b1193,10.2616987853,10.0750001097,10.3679480167
b2200,7.0154241937,7.6155083047,7.6860403167
b2895,11.0294501167,10.99422989,11.2459939533
b3788,10.90662115,10.9849877167,10.87544749
b2497,10.2605416777,10.1049609797,9.5195732913
b2204,7.4172703273,9.259501368,8.8989166973
b3967,11.6165379367,11.8377092967,11.8673136567
b3116,7.620185893,7.785059924,7.3295141933
b4054,11.8033282633,11.84952028,11.7726977633
b1992,10.9735481267,10.9633683933,10.9618948
b3132,6.7649993287,8.5373629983,7.3206470103
b0403,10.0864052217,10.2575291133,10.1281111697
b0963,11.2756675567,10.702535137,10.8616796233
b3560,11.6545964633,11.56627855,11.3472382833
b4240,8.4146871993,9.3764321553,9.5241095843
b1651,11.6559965733,11.0716474433,11.1277220033
b1226,7.2461268423,8.485165879,7.8208606417
b2964,8.297743176,8.2401453717,8.1539648943
b0063,7.0780539683,9.2621187393,8.2739984557
b0114,12.92625135,12.9718603233,13.77728747
b3607,11.16208102,10.9856439733,10.8607291233
b0904,9.6986554207,9.390270358,9.42769172
b2053,6.5448560093,7.6564985763,7.6748003833
b0655,11.78034406,11.57978868,11.4637193133
b1244,9.8605603893,9.5066980443,9.4213783347
b2518,12.04912265,11.9328510867,11.2145820053
b0151,8.8842134143,9.6491481603,9.2423796607
b0751,9.364537279,9.2455223777,9.1931342437
b2702,2.8138465477,2.68582755,3.1348564387
b0026,11.2041721867,11.3062688733,11.1376448133
b3739,11.7724513533,11.49954154,11.6888514033
b2287,11.5191833533,11.693794,11.34278981
b1192,9.3041971003,9.301695236,9.3476834603
b1768,10.9319173533,10.6481525567,10.84976178
b4123,8.3914993857,9.808081829,9.375159208
b3617,6.069492645,5.7741891823,5.9167299503
b0200,12.3918694667,12.04835527,11.9407788433
b1033,10.1715958353,10.1122617067,9.891366036
b0166,11.2061386067,10.7929599633,10.8435950767
b2838,11.03715618,11.05143415,10.59053652
b4311,7.753361306,9.5809665397,8.2766361533
b2254,11.9797332033,12.5300095,12.1257703167
b3572,12.2945049633,12.3180601567,12.3665968733
b3370,7.8784489663,10.2817577287,8.8628906863
b0221,9.564946203,9.6231152193,9.4944968943
b2131,10.42002237,9.5164397473,10.038649215
b2148,9.2894011433,9.7849688237,9.175289657
b0339,7.1299236923,9.1308070467,8.425757468
b3126,7.7148604373,8.78219356,8.5404188247
b1812,10.20874139,10.18848362,10.14947183
b3187,12.0276971433,11.8126791433,11.8910464433
b4087,6.976773066,9.0143834293,7.8602732373
b1713,11.9792197433,11.9360014967,11.7428554567
b0754,12.86537062,12.7653892933,12.3760051467
b3428,10.18397098,10.0680532333,10.1082726843
b0677,10.4662368133,10.3653403933,10.2630806767
b0759,10.8566284993,10.348729658,9.7870770923
b2582,10.8072094167,10.6816446433,10.84181955
b1107,9.9348245383,10.1278987,10.13012027
b4208,11.3433515467,11.4542450633,11.36450823
b2240,2.3594809757,2.2259378967,2.30021512
b2987,5.879569638,7.0531102267,6.6135975017
b0574,6.6275419957,7.9388796733,6.9257878463
b2813,2.3594809757,2.2259378967,2.30021512
b0854,9.9047805487,9.244226119,9.128751717
b0142,10.4524751333,10.65499015,10.63291516
b2801,6.6808425697,8.800966464,8.521289243
b0720,10.85980048,11.4642409967,10.42419686
b2907,10.0442913043,10.061794905,10.1242277107
b0678,11.2059826133,10.5051580667,10.412938138
b3367,8.3072033737,9.1435109733,8.7572925257
b1469,9.5844096563,9.999722088,9.7728667823
b1207,11.9129044167,12.1554372733,11.8380206767
b0074,12.6041236967,12.4517257433,12.35546476
b0181,8.7999489837,8.7106232653,8.7419563493
b2206,9.259742461,9.88990481,9.7161475507
b2130,7.822053583,7.5306761903,7.8942960387
b2260,6.6416799127,7.844371293,6.9958344917
b4013,11.70302633,11.5026775133,11.27525161
b3845,9.167698388,9.6585816837,9.4615577137
b4034,11.81147413,11.8301044233,11.3949837467
b0173,10.63079821,10.4697905267,10.4392249967
b2312,12.1709220567,12.3017716967,12.52214683
b4169,9.945464751,10.19521011,10.1441752487
b2476,12.54588379,12.7408410933,12.76511341
b3384,12.3805506367,12.00181046,11.93647847
b3565,8.8980417463,9.2250784067,9.152239123
b4070,8.817790574,9.675625001,9.6146351687
b1590,7.250004051,7.7040368093,7.7364351057
b3634,7.9973019923,8.242490552,8.22187527
b2719,7.5685969853,8.4128500973,8.5250958357
b2425,13.5597487167,13.4614600533,13.20974896
b1092,12.7626274967,12.61995607,12.5488131367
b2871,7.681912395,9.797970443,8.5687120263
b3653,10.345849893,11.02458905,10.8229055047
b2690,7.4457508063,7.376533533,7.4075594017
b4014,12.56957294,12.81260343,11.9523591467
b2789,5.1625942063,8.0196424597,6.6663611663
b2675,6.2404484857,6.8427218503,6.490116773
b3571,2.3594809757,2.2259378967,2.30021512
b4374,7.7280267127,7.6357079797,7.7079622407
b3919,13.2445242667,12.71020578,13.1982263067
b0116,13.3399356733,13.7685330067,13.9009331933
b0516,3.1071543727,3.3430869263,3.7302140213
b4233,10.6347597833,10.48254933,10.6458376867
b0049,11.3661187967,11.3508100633,11.6926440467
b2721,8.733847389,10.419090339,9.951319525
b3061,7.266179187,9.544297836,8.2298455577
b0632,11.2111064433,11.18453057,10.9844674733
b0732,7.6605217447,8.1517300017,8.3006019893
b3790,10.3252546,10.3656351033,10.1983693363
b0910,10.6643474433,10.1965500873,9.9421078977
b2028,10.2804580833,10.1925411787,9.9036011793
b1876,12.0831765833,11.9761238133,11.8601548333
b0073,11.2882252563,10.8813325467,10.3549762467
b2153,13.4606977767,13.40684633,13.1829143133
b3893,6.0375088867,6.5088754053,6.3963779683
b4094,7.092282339,8.3645443613,8.196716469
b1519,8.6650299527,8.221494355,8.6862284307
b3028,10.4694153,10.15817418,10.4477943533
b0469,11.1017424,10.695928,10.59004897
b2414,14.4584481467,14.5223518067,14.53603505
b1483,7.0584058097,7.973047089,7.8748357067
b3962,10.73689907,10.8314660933,10.8240383333
b0365,8.4209948817,10.0911479627,8.8896675813
b2465,10.743547338,9.1708552823,10.6498738533
b3770,10.68526333,10.493954236,10.69388838
b2552,6.686537381,7.8573670143,7.9197011723
b0474,13.3944291,13.1722607167,12.73784413
b0351,5.0483625753,6.523888661,6.0127968553
b0150,9.3016924487,9.659520341,9.444121758
b0996,5.317708264,7.4692310857,6.971627817
b2094,14.0020451333,14.2808082733,14.2629873433
b0871,9.315601234,9.0520156433,9.709577404
b2149,10.85295722,11.07123206,10.4798848967
b2114,11.00620109,10.86965702,10.8788253833
b4196,7.9159548007,9.298819191,9.0407048827
b3729,9.170442126,8.803551571,9.1570633787
b0778,8.6859133907,8.1048242817,8.5398369413
b1897,11.7925778733,10.80497617,11.2273632933
b0723,12.96251205,13.7470476333,12.8659351533
b0124,10.6589727733,10.5573242933,10.6863943933
b2678,7.2158632677,7.713785136,7.6636952587
b2020,10.867235612,10.548310253,10.3700517933
b1993,8.7803634207,8.8221496733,8.92849017
b2920,7.6965265203,9.4831040507,9.27718436
b0588,8.181585142,9.883139221,9.14933278
b2662,8.7583420043,8.4782165447,8.6383420277
b3781,13.0388752633,12.6459484567,12.92344582
b2154,10.3010659103,10.24923156,10.4285927
b3846,12.1219150167,12.5046201533,12.13398232
b0261,10.8324742333,11.0015410867,11.2302069467
b3583,6.5313998047,8.6083232247,7.8248182543
b2156,10.6567844123,10.7792985467,10.2599611303
b3835,10.0925980333,10.1582232533,9.9524338263
b2038,10.7409378967,10.27090519,10.0305047093
b2257,8.7687920123,9.4951286297,9.146734102
b1227,6.7431982777,8.487888355,7.586038967
b0604,9.0921699343,8.6709688467,8.870719115
b0451,5.9205058603,6.5909345323,6.4105246133
b4230,3.260962228,3.523138156,4.475785391
b0864,11.6224805067,11.2632554767,11.5302240267
b1101,13.17073661,13.4981451133,12.99390898
b0152,7.7754051487,8.7452519407,8.2294673587
b2222,6.6343500913,8.814904303,7.7535971773
b0037,7.836915955,8.75742669,8.5822749217
b0679,2.5043537697,2.6684768913,2.8217063987
b3052,8.0534266373,8.1571252437,8.067271032
b2095,13.8225403367,14.3457008167,14.1529270533
b3945,2.8179551117,2.827631072,3.5734735547
b2400,12.4335845867,12.2977805933,12.0775931367
b4129,10.50614351,10.4534027933,10.5242782067
b1442,6.883623235,7.277997796,7.255482103
b3454,9.675843161,9.514829398,9.361682298
b2423,12.1754634533,12.1145779133,11.8288484767
b1851,9.1554731883,9.3862230363,9.7704252657
b0171,11.78570507,11.7716474567,11.8822485567
b0642,11.9845823633,11.8561713467,11.7957562967
b2232,11.7114083767,11.6618512667,11.8380851767
b0863,9.788553926,9.4175327107,9.6330313387
b0839,10.2597706507,9.8249250903,10.3486908667
b1487,8.4460428517,9.2504174977,9.0391236787
b1208,10.4931728657,10.43751987,10.41166644
b1818,12.07936517,12.6553361833,12.39211561
b0830,10.4888204083,10.477238669,10.378140178
b0333,9.2278115733,10.4403506343,10.1999756017
b3366,5.16400608,6.4118572317,6.388875574
b0047,9.0664155507,9.4913332207,9.819287515
b4160,11.9213961833,11.8229512167,12.0236677033
b0369,11.6730980733,11.6378592167,12.05627604
b3793,9.3336802873,9.8339819123,9.8884202837
b0805,6.1786710763,6.719413543,7.049443165
b3951,7.0896112167,8.98275243,7.845301501
b2066,9.3760672983,9.0682856657,9.198919682
b0186,7.665040502,7.4005929793,8.1201727543
b4383,11.7528620567,11.4984690667,11.60406089
b0314,8.3957881517,8.7886357213,8.7029188177
b1277,10.229778675,9.9348880197,10.046818788
b0477,11.3118319933,11.41602794,11.2923354
b3709,4.7206737317,6.873577383,5.585095346
b3127,6.715608133,9.0626550183,7.885295406
b3946,8.5107910583,9.5678197447,9.2748916787
b3564,8.744897003,8.990428096,8.9110747657
b4287,8.8303631783,9.575410706,9.7024009663
b1398,8.520224867,9.293274909,8.867369364
b3908,12.70130472,12.6155451433,12.5497939933
b3752,11.66614365,11.7682889967,11.5158184967
b0650,7.2148587683,8.679859404,8.2852934773
b0512,7.007597912,9.2900845493,8.1971956427
b4071,7.506832329,9.057533608,8.38431052
b0765,6.570828238,6.9348882997,6.7937509623
b0180,12.6923811567,12.2564303567,12.1400313767
b4358,10.408183729,10.89563141,11.00069573
b0312,9.9438858517,10.0198516873,9.6816081583
b0896,7.3848524197,8.7567722083,8.484511002
b0174,11.5968666333,11.2838206167,11.2471521833
b0517,5.4520133613,7.6998985227,7.217136944
b3750,10.7814146033,10.6691609567,10.3232077933
b1524,10.23092023,10.103051109,9.988120418
b0731,6.754297921,7.8458494107,7.867242964
b2277,2.9418545817,2.6339003613,2.5269724487
b3867,10.86523137,10.6978124833,10.7671155
b2366,7.5686628743,8.478564011,8.371559223
b2203,7.411217833,8.7751912797,7.957574671
b2587,13.18414736,13.32867239,12.9277095333
b3994,6.0348004873,7.609767313,7.0328587377
b1636,9.5670700723,9.390036123,9.3518690917
b1225,7.8745088767,9.130645624,8.881493972
b1740,11.5445359733,10.8789366167,11.2591545333
b3500,12.68071446,12.55680148,12.8508505967
b4019,10.86293468,10.71053264,10.64600404
b3389,11.2343209267,11.06427205,11.1336214667
b1852,11.6250345733,11.08005805,11.07722134
b1015,10.3482422503,10.2404281483,10.113501665
b3648,11.8418427667,11.3812981633,11.2718905567
b0386,9.5895592763,9.3186228273,10.014066368
b2065,10.6646681633,10.5662788733,10.50469113
b2023,11.06739399,10.8034114883,10.64695435
b2954,9.5540963063,9.0883730313,9.0925243007
b2128,8.546551751,8.7812230127,9.150922734
b3380,7.569253181,9.1508703647,8.5170758377
b3528,11.1391474833,11.0240283667,10.8141461833
b2925,12.3463542233,12.2525161133,12.4908024
b0207,9.6338636537,9.681615805,9.818778594
b0072,13.6031204633,13.5144206667,13.4010456933
b1654,11.7437116633,10.9798091973,10.954264714
b2480,12.86446836,12.4434711233,12.5478365367
b0154,11.1193716067,11.0292074733,10.9076110467
b3733,13.4877912,13.83106181,15.1858783833
b3748,11.90596113,11.1941689467,10.5790405407
b2253,10.2911018153,10.55188498,10.6441232867
b0613,5.958621559,8.331603078,7.386854057
b4322,8.209570952,8.688976603,8.5349914587
b0590,8.5782399233,9.365224219,8.8182535167
b4077,9.84828111,10.6588150103,10.1816862433
b2284,10.914088999,10.92121534,10.6287837293
b3639,10.8976401667,10.8453741567,11.0140958633
b0524,9.8749599097,9.918176059,9.8134095527
b0092,11.3200723867,10.89510702,10.9798139033
b4067,6.4493883427,6.8386655673,6.841063781
b4232,9.9369009087,9.8733224223,9.9867125177
b0674,10.7553740067,10.4050791733,10.0783323017
b1484,8.2943630913,9.8146511973,9.233927322
b4085,5.56038111,6.9126643817,6.7590345913
b3628,9.22044504,9.2677281823,9.0494379153
b0733,11.2475854167,11.2986131167,11.4694874667
b2286,12.9536078633,13.1263626967,13.2255932367
b0837,8.9181132887,9.169885634,9.3631856167
b2033,11.0490551733,11.0453670933,10.4832224467
b0616,8.2974656977,10.6026375223,9.1027315147
b3903,7.6430435087,10.3883387647,9.0554617733
b4015,12.81797022,13.5813263533,12.6100326167
b1475,5.1580830183,5.9645292667,6.2697608923
b1466,9.7962682313,10.2626058537,9.7660995883
b3725,12.4974033433,12.6420204967,11.94071329
b1488,5.0854604437,6.2362858137,6.9113717537
b3012,11.5455178933,11.04736102,11.37908991
b1415,10.7348590767,10.8909695167,10.3130881977
b3632,10.034477865,9.8046861603,9.9106843407
b0509,4.7922442647,5.3343460353,5.3238480323
b2578,7.2383797337,9.4046730067,8.393020167
b1479,9.867806206,9.8323714597,9.5475525387
b0621,7.2629912707,8.962331154,8.107915737
b4381,12.1620021733,12.0983451367,11.7314018467
b4006,12.2475775567,12.65619536,12.89084787
b2538,9.2086836727,9.733267384,9.9706917123
b2976,10.5964404233,10.5185630567,10.1962706637
b1440,8.4923216053,7.7785907027,8.2416063193
b0126,12.3788860933,11.6895906467,11.8990837533
b2329,10.4669358383,10.4560875987,10.363938318
b0908,11.0168646533,10.6490875267,10.5261577283
b2045,5.0732861667,6.132932078,6.0929587707
b1215,10.1923664357,9.786102497,9.7962214223
b2435,10.2720393733,10.24394528,10.34592798
b1300,11.23534165,10.3243457583,10.319164742
b0688,10.4035088673,10.040586619,10.262458517
b3256,11.1947408933,10.78211747,10.8393188897
b4394,6.9590517557,7.2440356523,7.2668835507
b3416,10.4165236967,10.3997422233,10.39669472
b0522,11.0857353367,11.30698372,11.28351237
b3779,10.78294719,10.7069945167,10.94925434
b3197,11.72787714,11.3574076467,11.5495993267
b2458,4.627924531,6.2094922203,5.8140213367
b2467,10.57139836,10.5654326633,10.4608841633
b2663,7.477695438,7.7360338217,7.3772064953
b0401,10.97544039,11.04099449,10.8470919533
b0029,10.59410964,10.62076591,10.5951658067
b2464,11.4592804133,10.3111614133,11.44982313
b0110,10.59875064,10.6793433533,10.6813305867
b1779,13.95507029,13.94332464,14.0101489867
b2601,12.3158740267,12.69921836,11.8063333867
b4041,11.07625028,11.0224354733,11.1351873233
b0104,10.831664034,10.56757595,10.6761666467
b4242,8.3131308763,8.593252369,8.357832552
b2392,9.3735615973,9.2281735,9.1487680273
b2557,12.2991491,12.7432421033,12.35270435
b1270,9.546807797,9.687993828,9.9472841847
b1223,7.4106998697,8.394822132,8.4678980843
